X	Y	Z	INT_TOP
-18.2851	5.64901	7.9871	2.68555
-18.2851	5.65906	7.98681	2.46582
-18.2851	5.66906	7.98655	2.05078
-18.2851	5.67904	7.9863	2.02637
-18.2851	5.68901	7.9863	2.02637
-18.2851	5.69896	7.98636	2.51465
-18.285	5.70889	7.98605	2.05078
-18.285	5.71879	7.98604	1.78223
-18.285	5.72866	7.98579	1.36719
-18.285	5.73851	7.98634	2.41699
-18.285	5.74839	7.98636	1.80664
-18.285	5.75829	7.98612	2.27051
-18.285	5.76821	7.9859	1.66016
-18.285	5.77816	7.98665	1.53809
-18.285	5.78809	7.98708	1.46484
-18.285	5.79804	7.98728	1.2207
-18.285	5.80809	7.98652	1.0498
-18.285	5.81814	7.98557	1.00098
-18.285	5.82819	7.98516	1.61133
-18.285	5.83829	7.98487	1.66016
-18.2851	5.84836	7.98498	2.05078
-18.2851	5.85844	7.98479	2.0752
-18.2851	5.86851	7.98452	2.22168
-18.2852	5.87856	7.98429	1.95313
-18.2852	5.88856	7.98412	1.87988
-18.2853	5.89856	7.98428	1.7334
-18.2853	5.90859	7.9839	2.02637
-18.2853	5.91861	7.984	2.39258
-18.2853	5.92866	7.98387	2.34375
-18.2853	5.93866	7.98418	1.75781
-18.2853	5.94861	7.98378	1.70898
-18.2853	5.95859	7.98343	1.68457
-18.2853	5.96856	7.98287	2.58789
-18.2853	5.97849	7.98277	1.7334
-18.2853	5.98841	7.98328	1.34277
-18.2853	5.99836	7.98354	1.75781
-18.2853	6.00834	7.98315	2.75879
-18.2853	6.01831	7.98304	2.27051
-18.2853	6.02826	7.98292	2.80762
-18.2853	6.03824	7.98271	2.49023
-18.2853	6.04824	7.98297	1.9043
-18.2853	6.05826	7.98288	1.61133
-18.2853	6.06831	7.98324	1.12305
-18.2853	6.07836	7.98315	1.19629
-18.2853	6.08839	7.98204	1.9043
-18.2853	6.09839	7.98163	2.19727
-18.2853	6.10841	7.98159	2.46582
-18.2853	6.11846	7.98174	2.44141
-18.2853	6.12851	7.98131	2.36816
-18.2853	6.13854	7.98104	2.09961
-18.2853	6.14859	7.98096	2.00195
-18.2853	6.15869	7.98124	2.83203
-18.2853	6.16882	7.98127	2.24609
-18.2853	6.17891	7.98026	2.02637
-18.2853	6.18899	7.98038	2.41699
-18.2853	6.19906	7.98026	2.75879
-18.2853	6.20909	7.98073	1.51367
-18.2853	6.21906	7.98193	1.26953
-18.2853	6.22901	7.98224	1.46484
-18.2853	6.23896	7.98177	1.24512
-18.2853	6.24891	7.98064	1.41602
-18.2853	6.25886	7.97909	2.31934
-18.2853	6.26881	7.97868	2.17285
-18.2853	6.27876	7.97856	2.53906
-18.2853	6.28871	7.97868	1.44043
-18.2853	6.29864	7.97923	1.3916
-18.2853	6.30856	7.97952	1.53809
-18.2853	6.31854	7.97956	2.31934
-18.2853	6.32854	7.97895	2.19727
-18.2853	6.33854	7.97923	1.66016
-18.2853	6.34856	7.97934	1.85547
-18.2853	6.35859	7.97938	1.70898
-18.2853	6.36859	7.97976	1.61133
-18.2853	6.37859	7.98106	1.87988
-18.2854	6.38861	7.97899	1.0498
-18.2854	6.39869	7.97866	2.9541
-18.2854	6.40874	7.9786	2.92969
-18.2854	6.41874	7.97827	3.39355
-18.2854	6.42874	7.97815	2.9541
-18.2854	6.43874	7.97745	1.97754
-18.2854	6.44876	7.97778	2.39258
-18.2854	6.45879	7.97709	2.19727
-18.2854	6.46881	7.9774	2.63672
-18.2853	6.47884	7.97735	3.24707
-18.2853	6.48886	7.97723	2.80762
-18.2853	6.49886	7.97709	3.00293
-18.2853	6.50884	7.97708	3.02734
-18.2853	6.51881	7.97654	2.53906
-18.2853	6.52874	7.97638	3.41797
-18.2853	6.53864	7.97674	3.14941
-18.2853	6.54859	7.97617	2.53906
-18.2853	6.55859	7.97594	2.68555
-18.2853	6.56856	7.97583	3.22266
-18.2853	6.57851	7.97528	2.49023
-18.2853	6.58849	7.97465	2.24609
-18.2853	6.59849	7.97485	3.07617
-18.2853	6.60851	7.9738	2.68555
-18.2853	6.61854	7.97366	2.02637
-18.2853	6.62856	7.97431	2.27051
-18.2853	6.63861	7.97464	2.14844
-18.2853	6.64861	7.97473	2.70996
-18.2853	6.65859	7.97482	2.39258
-18.2853	6.66859	7.97469	2.0752
-18.2853	6.67861	7.97454	1.87988
-18.2853	6.68866	7.97469	1.97754
-18.2853	6.69871	7.9745	2.12402
-18.2853	6.70874	7.97496	2.19727
-18.2853	6.71874	7.97489	2.36816
-18.2853	6.72874	7.9746	2.6123
-18.2853	6.73871	7.97426	2.19727
-18.2853	6.74869	7.97433	3.2959
-18.2853	6.75869	7.97425	2.85645
-18.2853	6.76866	7.97384	2.80762
-18.2853	6.77861	7.97362	2.63672
-18.2853	6.78856	7.97301	2.22168
-18.2853	6.79849	7.97225	2.22168
-18.2853	6.80841	7.97207	2.24609
-18.2853	6.81841	7.97264	2.49023
-18.2853	6.82844	7.97265	3.51563
-18.2853	6.83846	7.97257	3.07617
-18.2853	6.84849	7.97227	3.17383
-18.2853	6.85849	7.97191	2.90527
-18.2853	6.86854	7.97229	2.88086
-18.2852	6.87861	7.97175	2.92969
-18.2852	6.88866	7.97199	2.97852
-18.2852	6.89874	7.97191	2.29492
-18.2852	6.90884	7.97153	2.75879
-18.2852	6.91891	7.97132	3.39355
-18.2852	6.92899	7.97092	3.36914
-18.2853	6.93906	7.96987	2.68555
-18.2853	6.94914	7.97148	2.66113
-18.2852	6.95919	7.97051	3.34473
-18.2852	6.96921	7.97046	2.73438
-18.2852	6.97924	7.97077	3.14941
-18.2852	6.98924	7.97077	2.92969
-18.2852	6.99921	7.97088	3.4668
-18.2852	7.00914	7.97073	3.34473
-18.2853	7.01904	7.97085	3.73535
-18.2853	7.02894	7.97086	3.6377
-18.2852	7.03884	7.97042	3.27148
-18.2852	7.04871	7.97069	3.85742
-18.2852	7.05859	7.97037	3.24707
-18.2852	7.06846	7.96972	2.68555
-18.2852	7.07836	7.97014	3.44238
-18.2852	7.08834	7.96956	3.19824
-18.2852	7.09834	7.96973	3.14941
-18.2852	7.10834	7.96924	2.83203
-18.2852	7.11834	7.96898	2.66113
-18.2852	7.12836	7.96845	2.6123
-18.2852	7.13839	7.96889	2.80762
-18.2852	7.14844	7.96878	3.4668
-18.2852	7.15851	7.96892	3.05176
-18.2852	7.16856	7.96865	3.95508
-18.2852	7.17864	7.96847	3.2959
-18.2852	7.18871	7.96781	3.56445
-18.2852	7.19874	7.96754	2.46582
-18.2852	7.20876	7.96734	3.56445
-18.2852	7.21879	7.96722	2.58789
-18.2852	7.22884	7.96729	3.4668
-18.2852	7.23889	7.96788	3.19824
-18.2852	7.24886	7.96796	4.07715
-18.2852	7.25881	7.96683	3.85742
-18.2852	7.26876	7.96646	3.4668
-18.2852	7.27871	7.96658	3.58887
-18.2852	7.28866	7.96685	2.80762
-18.2852	7.29861	7.96687	3.34473
-18.2852	7.30859	7.96686	2.70996
-18.2852	7.31856	7.96694	4.05273
-18.2852	7.32851	7.96644	3.68652
-18.2852	7.33849	7.96639	3.85742
-18.2852	7.34846	7.9661	3.83301
-18.2852	7.35846	7.9658	3.61328
-18.2852	7.36849	7.96569	3.54004
-18.2852	7.37851	7.96551	2.6123
-18.2852	7.38854	7.9655	3.27148
-18.2852	7.39854	7.96527	3.24707
-18.2852	7.40854	7.96526	3.90625
-18.2852	7.41851	7.96443	2.97852
-18.2852	7.42849	7.96499	1.95313
-18.2344	-0.561886	8.06538	3.90625
-18.2344	-0.551836	8.06533	3.6377
-18.2344	-0.541812	8.06486	2.29492
-18.2345	-0.53176	8.06338	2.97852
-18.2345	-0.521712	8.0622	2.75879
-18.2345	-0.511686	8.06443	2.70996
-18.2345	-0.501636	8.0647	3.14941
-18.2345	-0.491586	8.06451	3.41797
-18.2345	-0.481536	8.06385	2.41699
-18.2345	-0.471486	8.06306	2.58789
-18.2345	-0.461489	8.06251	3.00293
-18.2345	-0.451539	8.06343	2.75879
-18.2345	-0.441589	8.06338	2.9541
-18.2345	-0.431639	8.06312	2.46582
-18.2344	-0.421689	8.06338	2.70996
-18.2344	-0.411712	8.06315	2.44141
-18.2344	-0.401712	8.06253	2.63672
-18.2343	-0.391712	8.06161	3.36914
-18.2343	-0.381686	8.0624	3.19824
-18.2343	-0.371662	8.06265	3.56445
-18.2342	-0.361662	8.06274	2.92969
-18.2342	-0.351662	8.06237	2.46582
-18.2343	-0.341636	8.0618	2.6123
-18.2343	-0.331612	8.06193	2.85645
-18.2343	-0.321612	8.06192	2.90527
-18.2343	-0.311612	8.06009	2.36816
-18.2343	-0.30156	8.06096	2.09961
-18.2344	-0.291486	8.06167	3.80859
-18.2344	-0.281436	8.06184	4.61426
-18.2344	-0.271412	8.06155	4.98047
-18.2344	-0.261412	8.06167	4.66309
-18.2344	-0.251412	8.06126	3.10059
-18.2344	-0.241439	8.06033	3.00293
-18.2344	-0.231489	8.06061	3.61328
-18.2344	-0.221539	8.06053	2.70996
-18.2344	-0.211589	8.06026	3.49121
-18.2344	-0.201639	8.06053	3.73535
-18.2343	-0.191662	8.06032	2.6123
-18.2343	-0.181662	8.06009	3.49121
-18.2344	-0.171662	8.05967	3.10059
-18.2344	-0.161636	8.05954	2.68555
-18.2343	-0.151586	8.06008	3.22266
-18.2343	-0.14151	8.06018	3.78418
-18.2343	-0.131436	8.05934	2.6123
-18.2344	-0.12136	8.0593	2.66113
-18.2344	-0.111312	8.05942	3.41797
-18.2344	-0.101286	8.05902	2.85645
-18.2344	-0.0912363	8.05877	3.44238
-18.2344	-0.0812124	8.05825	3.71094
-18.2344	-0.0711601	8.05822	3.88184
-18.2344	-0.0610863	8.05904	3.6377
-18.2344	-0.0510363	8.05931	4.22363
-18.2344	-0.0410124	8.05888	2.41699
-18.2344	-0.0309863	8.05797	3.07617
-18.2344	-0.0209624	8.05791	3.125
-18.2345	-0.0109624	8.05795	3.32031
-18.2345	-0.000936252	8.05746	3.22266
-18.2345	0.00911375	8.05782	3.6377
-18.2345	0.0191376	8.05747	3.44238
-18.2345	0.0291637	8.05722	2.58789
-18.2345	0.0391876	8.05719	2.6123
-18.2345	0.0491876	8.0572	2.49023
-18.2345	0.0591614	8.05727	3.14941
-18.2345	0.0691376	8.05683	2.90527
-18.2345	0.0790852	8.05657	2.41699
-18.2345	0.0890376	8.05594	2.44141
-18.2345	0.098959	8.0561	2.80762
-18.2345	0.108861	8.05561	2.6123
-18.2345	0.118785	8.05488	2.51465
-18.2345	0.128685	8.05556	2.68555
-18.2345	0.138611	8.05512	2.41699
-18.2345	0.148535	8.05492	1.95313
-18.2345	0.158461	8.05512	3.6377
-18.2345	0.168411	8.05469	2.75879
-18.2345	0.178361	8.05434	2.97852
-18.2345	0.188285	8.05457	2.85645
-18.2345	0.198238	8.05452	3.19824
-18.2345	0.208211	8.05442	3.00293
-18.2345	0.218161	8.05405	2.7832
-18.2345	0.228138	8.05458	3.14941
-18.2345	0.238138	8.05461	3.17383
-18.2345	0.248111	8.05457	0.90332
-18.2345	0.258061	8.05207	1.09863
-18.2345	0.268011	8.05453	3.75977
-18.2345	0.277988	8.05402	3.58887
-18.2345	0.287988	8.05381	3.41797
-18.2345	0.297988	8.05334	3.22266
-18.2345	0.308014	8.05312	2.63672
-18.2345	0.31809	8.05234	2.02637
-18.2345	0.32819	8.05252	2.46582
-18.2344	0.338264	8.05309	2.58789
-18.2344	0.34834	8.05379	2.14844
-18.2344	0.358414	8.05364	1.70898
-18.2344	0.368464	8.05423	2.02637
-18.2344	0.37854	8.05267	2.24609
-18.2343	0.388588	8.05297	3.02734
-18.2343	0.398614	8.05273	3.00293
-18.2343	0.408664	8.05264	3.02734
-18.2343	0.418688	8.05172	2.51465
-18.2343	0.428688	8.05186	2.92969
-18.2342	0.438714	8.05159	2.83203
-18.2342	0.448738	8.05074	2.17285
-18.2342	0.45879	8.05134	2.39258
-18.2342	0.468864	8.05073	2.19727
-18.2342	0.47894	8.05155	3.19824
-18.2342	0.48904	8.05107	2.27051
-18.2342	0.49914	8.05031	1.75781
-18.2342	0.509214	8.05085	3.125
-18.2342	0.519264	8.05088	2.85645
-18.2342	0.52934	8.05007	1.61133
-18.2342	0.539414	8.05021	1.3916
-18.2342	0.54949	8.05076	2.00195
-18.2342	0.559564	8.05065	2.58789
-18.2342	0.569588	8.05043	2.92969
-18.2342	0.579588	8.05023	2.6123
-18.2342	0.589588	8.05022	2.02637
-18.2342	0.599588	8.0499	2.80762
-18.2342	0.609588	8.04907	1.48926
-18.2342	0.619588	8.04936	2.05078
-18.2342	0.629561	8.04937	2.22168
-18.2342	0.639485	8.04872	2.17285
-18.2342	0.649385	8.04889	2.90527
-18.2342	0.659285	8.04877	1.87988
-18.2342	0.669211	8.049	2.36816
-18.2342	0.679109	8.04936	3.51563
-18.2342	0.688959	8.0489	3.51563
-18.2342	0.698809	8.04854	2.75879
-18.2342	0.708659	8.04813	2.51465
-18.2343	0.718535	8.04825	1.87988
-18.2343	0.728461	8.04846	3.88184
-18.2343	0.738385	8.04837	2.70996
-18.2343	0.748311	8.04894	3.68652
-18.2343	0.758261	8.04809	2.66113
-18.2343	0.768238	8.0483	2.7832
-18.2343	0.778238	8.04754	2.7832
-18.2344	0.788264	8.04841	3.32031
-18.2343	0.798288	8.04845	2.41699
-18.2343	0.808288	8.04747	1.17188
-18.2343	0.818288	8.04833	4.05273
-18.2343	0.828314	8.04751	2.90527
-18.2343	0.838338	8.04822	2.66113
-18.2343	0.848311	8.04788	2.31934
-18.2342	0.858288	8.04744	2.83203
-18.2342	0.868235	8.04741	2.9541
-18.2343	0.878161	8.04731	3.34473
-18.2343	0.888085	8.04787	3.27148
-18.2344	0.898011	8.04741	2.97852
-18.2344	0.907961	8.04672	2.80762
-18.2344	0.917938	8.04639	3.125
-18.2344	0.927938	8.04639	2.46582
-18.2344	0.937964	8.04604	2.68555
-18.2344	0.948014	8.04595	2.39258
-18.2345	0.95809	8.04548	2.97852
-18.2345	0.968164	8.04571	3.22266
-18.2345	0.978214	8.04572	2.58789
-18.2345	0.98829	8.0459	3.125
-18.2346	0.99839	8.04517	2.6123
-18.2346	1.00852	8.04535	2.80762
-18.2346	1.01864	8.04513	2.56348
-18.2347	1.02879	8.04559	3.34473
-18.2346	1.03894	8.04559	3.32031
-18.2346	1.04907	8.04561	3.24707
-18.2346	1.05919	8.04544	3.51563
-18.2346	1.06929	8.04516	2.17285
-18.2346	1.07939	8.04642	0.708008
-18.2346	1.08949	8.0458	0.78125
-18.2346	1.09959	8.04371	2.97852
-18.2346	1.10969	8.04336	5.12695
-18.2346	1.11976	8.0441	1.51367
-18.2346	1.12981	8.04365	2.97852
-18.2346	1.13981	8.04371	2.36816
-18.2346	1.14979	8.04318	2.80762
-18.2346	1.15974	8.04391	2.80762
-18.2346	1.16964	8.04367	2.14844
-18.2346	1.17951	8.04389	3.41797
-18.2346	1.18936	8.04416	3.41797
-18.2346	1.19921	8.04329	3.88184
-18.2346	1.20909	8.04282	2.85645
-18.2346	1.21896	8.04325	3.19824
-18.2346	1.22884	8.043	2.63672
-18.2346	1.23874	8.04251	2.27051
-18.2346	1.24869	8.04163	2.53906
-18.2346	1.25864	8.04149	2.19727
-18.2346	1.26859	8.04169	2.46582
-18.2346	1.27854	8.04099	2.49023
-18.2346	1.28846	8.04083	2.29492
-18.2346	1.29841	8.04168	1.66016
-18.2346	1.30839	8.04181	2.24609
-18.2345	1.31839	8.04102	2.12402
-18.2345	1.32839	8.04054	2.53906
-18.2345	1.33836	8.04053	1.85547
-18.2345	1.34836	8.04083	2.14844
-18.2345	1.35839	8.04126	2.56348
-18.2345	1.36841	8.0416	2.58789
-18.2345	1.37844	8.04116	2.14844
-18.2345	1.38849	8.04106	3.24707
-18.2344	1.39856	8.0411	2.41699
-18.2344	1.40861	8.04061	2.7832
-18.2344	1.41866	8.04155	2.46582
-18.2344	1.42869	8.04098	3.83301
-18.2344	1.43869	8.04035	2.92969
-18.2344	1.44866	8.04038	3.07617
-18.2344	1.45861	8.04061	3.32031
-18.2344	1.46856	8.04059	3.36914
-18.2344	1.47851	8.04039	3.22266
-18.2344	1.48846	8.03998	3.36914
-18.2344	1.49841	8.03988	3.58887
-18.2344	1.50836	8.03934	3.78418
-18.2344	1.51831	8.03965	3.00293
-18.2344	1.52824	8.0391	2.29492
-18.2344	1.53816	8.03916	1.97754
-18.2344	1.54809	8.03857	1.80664
-18.2344	1.55804	8.03879	2.44141
-18.2344	1.56806	8.03889	3.80859
-18.2344	1.57806	8.0389	2.83203
-18.2344	1.58804	8.03824	2.17285
-18.2344	1.59804	8.0383	3.41797
-18.2344	1.60804	8.03808	2.88086
-18.2344	1.61806	8.03773	2.34375
-18.2344	1.62809	8.03787	2.70996
-18.2344	1.63811	8.03761	2.09961
-18.2344	1.64814	8.0371	2.34375
-18.2344	1.65816	8.03685	2.46582
-18.2344	1.66819	8.03669	2.6123
-18.2344	1.67819	8.03724	2.66113
-18.2344	1.68819	8.03693	2.36816
-18.2344	1.69821	8.03673	2.80762
-18.2344	1.70821	8.03618	2.73438
-18.2344	1.71821	8.03631	2.70996
-18.2344	1.72824	8.03562	3.10059
-18.2344	1.73829	8.03561	2.68555
-18.2344	1.74836	8.03596	2.53906
-18.2344	1.75847	8.03604	3.05176
-18.2344	1.76856	8.03548	2.49023
-18.2344	1.77864	8.03561	2.41699
-18.2344	1.78871	8.03556	2.41699
-18.2344	1.79884	8.03556	2.56348
-18.2344	1.80899	8.03522	2.70996
-18.2344	1.81914	8.03522	2.90527
-18.2343	1.82929	8.03493	3.6377
-18.2343	1.83942	8.03553	3.75977
-18.2343	1.84954	8.03519	4.22363
-18.2343	1.85964	8.03482	1.36719
-18.2343	1.86974	8.03601	1.9043
-18.2343	1.87981	8.03442	2.58789
-18.2343	1.88986	8.03393	2.14844
-18.2344	1.89989	8.03467	2.29492
-18.2344	1.90991	8.03448	2.66113
-18.2344	1.91991	8.03425	2.6123
-18.2344	1.92986	8.03408	2.68555
-18.2344	1.93976	8.03374	2.80762
-18.2344	1.94966	8.03368	2.63672
-18.2344	1.95953	8.03287	2.6123
-18.2344	1.96941	8.03338	2.31934
-18.2344	1.97928	8.03306	3.51563
-18.2344	1.98911	8.03321	2.19727
-18.2344	1.99893	8.03302	2.31934
-18.2344	2.00881	8.0331	2.70996
-18.2344	2.01868	8.03252	2.97852
-18.2344	2.02851	8.03212	2.41699
-18.2344	2.03836	8.03156	2.51465
-18.2344	2.04821	8.03133	2.05078
-18.2343	2.05806	8.02972	2.88086
-18.2343	2.06799	8.03161	2.0752
-18.2344	2.07794	8.03184	2.36816
-18.2344	2.08786	8.03135	2.05078
-18.2344	2.09784	8.03166	2.6123
-18.2344	2.10781	8.03139	2.12402
-18.2344	2.11779	8.03197	2.22168
-18.2344	2.12784	8.03141	2.34375
-18.2344	2.13791	8.03117	2.66113
-18.2344	2.14796	8.03045	2.41699
-18.2344	2.15801	8.03045	2.53906
-18.2344	2.16806	8.03023	2.80762
-18.2344	2.17806	8.03011	2.00195
-18.2344	2.18806	8.03129	1.34277
-18.2345	2.19809	8.03054	1.78223
-18.2345	2.20811	8.02956	2.83203
-18.2344	2.21816	8.02922	1.75781
-18.2344	2.22821	8.02919	2.39258
-18.2344	2.23824	8.02953	2.00195
-18.2345	2.24826	8.02917	2.68555
-18.2345	2.25829	8.02922	2.36816
-18.2344	2.26829	8.02892	2.73438
-18.2344	2.27829	8.02898	2.83203
-18.2344	2.28831	8.02929	3.05176
-18.2344	2.29836	8.02884	2.7832
-18.2344	2.30841	8.02863	2.12402
-18.2344	2.31849	8.02848	2.05078
-18.2344	2.32859	8.02847	2.17285
-18.2344	2.33869	8.02819	2.27051
-18.2344	2.34879	8.02778	2.09961
-18.2344	2.35889	8.02782	2.53906
-18.2344	2.36902	8.02769	1.92871
-18.2344	2.37914	8.02743	2.24609
-18.2344	2.38927	8.02745	2.24609
-18.2343	2.39939	8.02741	1.95313
-18.2343	2.40952	8.02725	2.39258
-18.2342	2.41964	8.02772	2.46582
-18.2342	2.42974	8.02737	2.14844
-18.2342	2.43979	8.02696	2.46582
-18.2342	2.44987	8.02712	2.22168
-18.2342	2.45994	8.0271	2.53906
-18.2342	2.46996	8.02629	2.17285
-18.2342	2.47994	8.02629	2.46582
-18.2342	2.48989	8.02653	2.56348
-18.2342	2.49981	8.02627	2.70996
-18.2342	2.50971	8.02651	2.70996
-18.2342	2.51958	8.02632	2.80762
-18.2342	2.52946	8.02586	2.92969
-18.2342	2.53933	8.02553	1.66016
-18.2342	2.54916	8.02639	1.80664
-18.2342	2.55901	8.02676	2.19727
-18.2342	2.56886	8.02624	1.80664
-18.2342	2.57868	8.0255	1.95313
-18.2342	2.58854	8.02526	3.05176
-18.2342	2.59844	8.02534	2.27051
-18.2342	2.60836	8.02527	2.58789
-18.2342	2.61831	8.02473	2.34375
-18.2342	2.62831	8.02453	2.14844
-18.2342	2.63836	8.02483	2.63672
-18.2342	2.64841	8.02515	3.02734
-18.2342	2.65849	8.02526	2.41699
-18.2342	2.66856	8.0248	3.00293
-18.2342	2.67861	8.02464	2.90527
-18.2342	2.68866	8.02431	2.53906
-18.2343	2.69871	8.02406	2.41699
-18.2343	2.70879	8.02405	1.97754
-18.2344	2.71886	8.02425	2.39258
-18.2344	2.72894	8.02422	3.125
-18.2344	2.73899	8.0242	3.54004
-18.2345	2.74901	8.02392	3.05176
-18.2345	2.75906	8.02418	3.125
-18.2345	2.76906	8.02417	3.34473
-18.2345	2.77901	8.02413	2.14844
-18.2345	2.78896	8.02443	1.80664
-18.2345	2.79891	8.0241	1.9043
-18.2345	2.80884	8.02345	2.46582
-18.2345	2.81879	8.02319	2.56348
-18.2345	2.82874	8.02313	2.24609
-18.2345	2.83866	8.02302	3.14941
-18.2345	2.84856	8.02299	3.58887
-18.2345	2.85844	8.02252	2.58789
-18.2345	2.86834	8.02275	3.19824
-18.2345	2.87824	8.02245	3.36914
-18.2345	2.88816	8.02234	2.90527
-18.2345	2.89809	8.02162	2.9541
-18.2345	2.90804	8.02182	3.22266
-18.2345	2.91804	8.02149	2.49023
-18.2345	2.92806	8.02165	2.31934
-18.2345	2.93811	8.02127	2.75879
-18.2345	2.94819	8.0213	3.00293
-18.2345	2.95826	8.02091	2.51465
-18.2345	2.96834	8.02083	1.95313
-18.2345	2.97841	8.02085	2.27051
-18.2345	2.98849	8.02104	2.66113
-18.2345	2.99859	8.02099	2.31934
-18.2345	3.00869	8.02084	2.63672
-18.2345	3.01882	8.02066	3.02734
-18.2345	3.02894	8.02028	2.36816
-18.2344	3.03907	8.01974	1.95313
-18.2344	3.04919	8.01955	2.44141
-18.2344	3.05929	8.01969	1.92871
-18.2344	3.06939	8.01944	2.39258
-18.2344	3.07949	8.01955	2.14844
-18.2344	3.08954	8.01893	2.19727
-18.2344	3.09959	8.01893	2.70996
-18.2344	3.10966	8.01896	2.7832
-18.2344	3.11971	8.01899	2.39258
-18.2344	3.12974	8.01932	2.9541
-18.2344	3.13971	8.01924	3.32031
-18.2344	3.14966	8.01863	2.83203
-18.2344	3.15964	8.01846	3.05176
-18.2344	3.16959	8.01866	2.9541
-18.2344	3.17951	8.01802	2.53906
-18.2344	3.18944	8.01748	2.53906
-18.2344	3.19934	8.01709	2.6123
-18.2344	3.20926	8.01692	2.49023
-18.2344	3.21921	8.01701	2.58789
-18.2344	3.22916	8.0172	3.22266
-18.2344	3.23911	8.01719	2.68555
-18.2345	3.24906	8.01712	2.39258
-18.2344	3.25901	8.01615	2.88086
-18.2344	3.26896	8.01724	2.41699
-18.2344	3.27891	8.01746	2.41699
-18.2344	3.28886	8.01713	3.4668
-18.2345	3.29879	8.01699	3.2959
-18.2345	3.30869	8.01684	2.80762
-18.2345	3.31861	8.0164	2.09961
-18.2344	3.32854	8.01606	2.14844
-18.2344	3.33844	8.01634	2.12402
-18.2344	3.34834	8.01624	2.14844
-18.2344	3.35824	8.0175	1.78223
-18.2344	3.36814	8.01663	1.87988
-18.2344	3.37804	8.0166	3.24707
-18.2344	3.38791	8.01622	3.58887
-18.2344	3.39779	8.01581	2.00195
-18.2344	3.40769	8.01583	2.6123
-18.2344	3.41764	8.01669	2.22168
-18.2344	3.42761	8.01719	2.41699
-18.2344	3.43761	8.01653	2.02637
-18.2344	3.44761	8.01599	2.46582
-18.2344	3.45761	8.01527	2.39258
-18.2344	3.46764	8.01512	2.9541
-18.2344	3.47769	8.01493	2.56348
-18.2344	3.48776	8.01458	1.97754
-18.2344	3.49787	8.0146	2.88086
-18.2344	3.50799	8.01474	2.31934
-18.2344	3.51812	8.01438	2.36816
-18.2344	3.52824	8.01449	3.10059
-18.2344	3.53837	8.0145	2.80762
-18.2344	3.54846	8.01394	2.70996
-18.2344	3.55854	8.01393	2.41699
-18.2344	3.56864	8.01393	2.51465
-18.2344	3.57874	8.01411	2.56348
-18.2344	3.58887	8.01383	2.29492
-18.2344	3.59899	8.01346	2.88086
-18.2344	3.60912	8.01367	3.19824
-18.2344	3.61919	8.01376	3.02734
-18.2344	3.62927	8.01317	3.44238
-18.2344	3.63936	8.01312	3.71094
-18.2344	3.64944	8.01324	3.6377
-18.2344	3.65949	8.01305	3.83301
-18.2344	3.66951	8.01319	4.22363
-18.2344	3.67956	8.01286	2.73438
-18.2344	3.68961	8.01252	3.41797
-18.2344	3.69964	8.01245	2.85645
-18.2344	3.70966	8.01256	2.85645
-18.2344	3.71969	8.01242	2.7832
-18.2344	3.72969	8.01179	3.22266
-18.2344	3.73966	8.01176	3.22266
-18.2344	3.74966	8.01168	3.2959
-18.2344	3.75964	8.0119	3.41797
-18.2344	3.76961	8.01097	2.92969
-18.2345	3.77964	8.01056	2.44141
-18.2345	3.78964	8.01088	2.9541
-18.2345	3.79961	8.01066	3.125
-18.2345	3.80959	8.01096	3.07617
-18.2344	3.81954	8.0107	2.7832
-18.2344	3.82944	8.01026	2.34375
-18.2344	3.83931	8.01041	3.02734
-18.2344	3.84916	8.01057	3.36914
-18.2344	3.85901	8.01027	3.00293
-18.2344	3.86889	8.01025	3.4668
-18.2344	3.87876	8.00994	3.00293
-18.2344	3.88861	8.00962	2.70996
-18.2344	3.89851	8.00962	2.85645
-18.2344	3.90844	8.00957	3.05176
-18.2344	3.91834	8.0094	3.02734
-18.2344	3.92824	8.00913	3.4668
-18.2344	3.93814	8.00892	3.6377
-18.2344	3.94804	8.0091	3.71094
-18.2344	3.95796	8.00897	3.02734
-18.2344	3.96791	8.00874	3.34473
-18.2344	3.97784	8.00933	2.9541
-18.2344	3.98776	8.00925	3.00293
-18.2344	3.99774	8.00904	2.88086
-18.2344	4.00774	8.00775	2.44141
-18.2344	4.01779	8.00689	3.80859
-18.2344	4.02786	8.00782	3.17383
-18.2345	4.03794	8.00825	3.02734
-18.2344	4.04801	8.0076	2.85645
-18.2344	4.05809	8.00737	3.05176
-18.2344	4.06816	8.00755	2.39258
-18.2344	4.07824	8.00716	2.97852
-18.2344	4.08831	8.00692	2.92969
-18.2344	4.09836	8.00654	2.17285
-18.2344	4.10839	8.0072	2.92969
-18.2344	4.11841	8.00744	3.34473
-18.2344	4.12844	8.00725	3.95508
-18.2344	4.13849	8.0069	3.73535
-18.2344	4.14854	8.00704	2.9541
-18.2344	4.15854	8.00577	1.36719
-18.2344	4.16854	8.00584	2.58789
-18.2344	4.17851	8.00603	3.05176
-18.2344	4.18851	8.0062	2.85645
-18.2344	4.19856	8.00575	2.66113
-18.2344	4.20859	8.00569	3.56445
-18.2344	4.21861	8.00598	3.10059
-18.2344	4.22864	8.00572	4.32129
-18.2344	4.23866	8.00561	3.80859
-18.2344	4.24871	8.0052	3.97949
-18.2344	4.25879	8.00504	3.2959
-18.2344	4.26886	8.00495	3.34473
